code,name
30356,Διαγνωστικό σύνολο πυριδινολίνης.
30357,Διαγνωστικό σύνολο φλοιοεπινεφριδιοτρόπου ορμόνης
30358,Διαγνωστικό σύνολο ανθρώπινης αυξητικής ορμόνης
30359,"Διαγνωστικό σύνολο αυξητικού παράγοντα Ι, ομοιάζοντος στην ινσουλίνη"
30360,"Διαγνωστικό σύνολο αυξητικού παράγοντα ΙΙ, ομοιάζοντος στην ινσουλίνη"
30361,Διαγνωστικό σύνολο  πρωτεΐνης 1 δεσμεύουσας αυξητικό παράγοντα ομοιάζοντος στην ινσουλίνη.
30362,Διαγνωστικό σύνολο πρωτεΐνης 3 δεσμεύουσας αυξητικό παράγοντα ομοιάζοντος στην ινσουλίνη.
30363,Διαγνωστικό σύνολο αγγειοδραστικού εντερικού πεπτιδίου
30364,Διαγνωστικό σύνολο βαζοπρεσσίνης.
30365,Διαγνωστικό σύνολο της βομβεσίνης (πεπτίδιο απελευθέρωσης γαστρίνης)
30366,Διαγνωστικό σύνολο βήτα-ενδορφίνης
30367,Διαγνωστικό σύνολο 17-υδρόξυ-κετοστερόνης
30368,Διαγνωστικό σύνολο 17-κετογόνων στεροειδών
30369,Διαγνωστικό σύνολο 17-κετοστεροειδών
30370,Διαγνωστικό σύνολο μελατονίνης.
30371,Διαγνωστικό σύνολο νεοπτερίνης.
30372,Διαγνωστικό σύνολο οξυτοκίνης.
30373,Διαγνωστικό σύνολο πεψινογόνου.
30374,Διαγνωστικό σύνολο προσταγλανδίνης.
30376,Διαγνωστικό σύνολο ερυθροποιητίνης
30377,Διαγνωστικό σύνολο φερριτίνης
30378,Διαγνωστικό σύνολο φολικού οξέος
30379,Διαγνωστικό σύνολο σιδήρου
30380,Διαγνωστικό σύνολο ικανότητας δέσμευσης σιδήρου.
30381,Διαγνωστικό σύνολο βιταμίνης Β1.
30382,Διαγνωστικό σύνολο βιταμίνης Β2.
30383,Διαγνωστικό σύνολο βιταμίνης Β6.
30384,Διαγνωστικό σύνολο βιταμίνης Β12.
30385,"Διαγνωστικό σύνολο Βιταμίνης D, χοληκαλσιφερόλης"
30386,Διαγνωστικό σύνολο διγοξίνης
30387,Διαγνωστικό σύνολο διγιτοξίνης
30388,Διαγνωστικό σύνολο δισοπυραμίδης
30389,Διαγνωστικό σύνολο φλεκαϊνίδης
30390,Διαγνωστικό σύνολο λιδοκαΐνης.
30391,Διαγνωστικό σύνολο Ν-ακετυλπροκαϊναμίδης
30392,Διαγνωστικό σύνολο προκαϊναμίδης
30393,Διαγνωστικό σύνολο προπρανολόλης.
30394,Διαγνωστικό σύνολο κινιδίνης.
30395,Διαγνωστικό σύνολο καρβαμαζεπίνης
30396,Διαγνωστικό σύνολο αιθοσουξιμίδης
30397,Διαγνωστικό σύνολο ελεύθερης καρβαμαζεπίνης
30398,Διαγνωστικό σύνολο φαινυτοΐνης
30399,Διαγνωστικό σύνολο ελεύθερης πριμοδίνης
30400,Διαγνωστικό σύνολο ελεύθερου βαλπροϊκού οξέος
30401,Διαγνωστικό σύνολο φαινοβαρβιτάλης.
30402,Διαγνωστικό σύνολο φαινυτοϊνης
30403,Διαγνωστικό σύνολο πριμιδόνης.
30404,Διαγνωστικό σύνολο βαλπροϊκού οξέος.
30405,Διαγνωστικό σύνολο αμικασίνης
30406,Διαγνωστικό σύνολο χλωραμφαινικόλης
30407,Διαγνωστικό σύνολο ντιμπεκασίνης
30408,Διαγνωστικό σύνολο γενταμικίνης
30409,Διαγνωστικό σύνολο καναμυκίνης
30410,Διαγνωστικό σύνολο νετιλμικίνης
30411,Διαγνωστικό σύνολο σισομυκίνης.
30412,Διαγνωστικό σύνολο στρεπτομυκίνης.
30413,Διαγνωστικό σύνολο τομπραμυκίνης.
30414,Διαγνωστικό σύνολο βανκομυκίνης
30415,Διαγνωστικό σύνολο τεϊκοπλανίνης
30416,Διαγνωστικό σύνολο καφεΐνης
30417,Διαγνωστικό σύνολο θεοφυλλίνης.
30418,Διαγνωστικό σύνολο μεθοτρεξάτης.
30419,Διαγνωστικό σύνολο κυκλοσπορίνης
30421,Διαγνωστικό σύνολο tacrolimus.
30422,Διαγνωστικό σύνολο αμφεταμίνης
30424,Διαγνωστικό σύνολο  βαρβιτουρικών
30425,Διαγνωστικό σύνολο βενζοδιαπινών
30426,Διαγνωστικό σύνολο κανναβινοειδών
30427,Διαγνωστικό σύνολο κοκαΐνης / μεταβολίτη κοκαΐνης
30428,Διαγνωστικό σύνολο κωδεΐνης
30429,Διαγνωστικό σύνολο κοτινίνης / νοκοτίνης / νικοτίνης
30430,Διαγνωστικό σύνολο διαιθυλαμιδίου του λυσεργικού οξέος.
30431,Διαγνωστικό σύνολο μεθαδόνης
30432,Διαγνωστικό σύνολο μεθακουαλόνης
30433,Διαγνωστικό σύνολο μορφίνης.
30434,Διαγνωστικό σύνολο οπιούχων.
30435,Διαγνωστικό σύνολο φαινοκυκλιδίνης
30436,Διαγνωστικό σύνολο προποξυφαίνης.
30437,Διαγνωστικό σύνολο ακεταμινοφένης
30438,Διαγνωστικό σύνολο της αφυδατάσης του 5'-αμινολεβουλινικού οξέος
30439,Διαγνωστικό σύνολο αμιτριπτυλίνης
30440,Διαγνωστικό σύνολο κατεχολαμίνης
30441,Διαγνωστικό σύνολο ντεσιπραμίνης
30442,Διαγνωστικό σύνολο δοξεπίνης / μεταβολίτη δοξεπίνης
30443,Διαγνωστικό σύνολο αλκοόλης
30444,Διαγνωστικό σύνολο ιππουρικού οξέος
30445,Διαγνωστικό σύνολο ιμιπραμίνης
30446,Διαγνωστικό σύνολο νορτριπτυλίνης
30447,Διαγνωστικό σύνολο φαινόλης.
30448,Διαγνωστικό σύνολο πρωτοπορφυρίνης.
30449,Διαγνωστικό σύνολο σαλικυλικού.
30450,Διαγνωστικό σύνολο τριχλωροξικού οξέoς.
30451,Διαγνωστικό σύνολο τρικυκλικών αντικαταθλιπτικών
30452,Διαγνωστικό σύνολο ούρο/κοπρο-πορφυρίνης
30453,Διαγνωστικό σύνολο 4-υδρόξυ-3-μεθόξυ-αμυγδαλικού οξέος (Vanilmandelic acid )
30454,Διαγνωστικό σύνολο αντιπυρηνικών αντισωμάτων
30455,Διαγνωστικό σύνολο εκχυλίσιμου πυρηνικού αντιγόνου
30456,Διαγνωστικό σύνολο αντισωμάτων κατά του κυτταροπλάσματος
30457,Διαγνωστικό σύνολο αντισωμάτων κατά των  αντιγόνων CENP                                                                                          (CENP: CENtromere Protein)
30460,Διαγνωστικό σύνολο ιστόνης.
30461,Διαγνωστικό σύνολο αντισωμάτων κατά αντιγόνου Jo-1.
30462,Διαγνωστικό σύνολο αντισωμάτων κατά συμπλέγματος αντιγόνων πολυμυοσίτιδας-σκληροδερμίας.
30463,Διαγνωστικό σύνολο αντισωμάτων κατά σκληροδέρματος-70.
30464,Διαγνωστικό σύνολο αντισωμάτων κατά της U1-μικρής πυρηνικής ριβονουκλεοπρωτεΐνης.
30465,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά γαγγλιοζιτών
30466,Διαγνωστικό σύνολο αντισωμάτων κατά του γαγγλιοζίτη GΜ1
30467,Διαγνωστικό σύνολο αντισωμάτων  κατά του γαγγλιοζίτη GM1 που υπολείπεται ομάδας σιαλικού οξέος
30468,Διαγνωστικό σύνολο αντισωμάτων  κατά του γαγγλιοζίτη GD1b
30469,Διαγνωστικό σύνολο Ν-ακέτυλογαλακτοζαμίνης (GalNAc)
30470,Διαγνωστικό σύνολο αντισωμάτων κατά της γλυκοπρωτεΐνης σχετιζόμενης με μυελίνη
30471,Διαγνωστικό σύνολο αντισωμάτων κατά αμφιβληστροειδοπάθειας σχετιζόμενης με καρκίνο
30472,Υλικό ελέγχου  για το διαγνωστικό σύνολο αντισωμάτων κατά των αντιγόνων Hu
30473,Διαγνωστικό σύνολο αντισωμάτων κατά αντιγόνων Yo
30474,Διαγνωστικό σύνολο αντισωμάτων κατά αντιγόνων Ri
30475,Διαγνωστικό σύνολο  αντισωμάτων κατά της καρδιολιπίνης
30476,Υλικό ελέγχου  για το διαγνωστικό σύνολο αντιμιτοχονδριακών αντισωμάτων
30477,Διαγνωστικό σύνολο αντισωμάτων κατά της φωσφατίδυλοσερίνης
30478,Διαγνωστικό σύνολο αντισωμάτων κατά της Β2-γλυκοπρωτεΐνης Ι
30479,Διαγνωστικό σύνολο ενεργοποίησης του συστατικού C3b του συμπληρώματος
30480,Διαγνωστικό σύνολο αντισωμάτων κατά γλοιαδίνης
30481,Διαγνωστικό σύνολο αντισωμάτων Goodpasture
30482,Διαγνωστικό σύνολο αντισωμάτων κατά μικροσώματος 1/συνδεόμενης πρωτεΐνης ήπατος-νεφρού.
30483,Διαγνωστικό σύνολο αυτοαντισωμάτων κατά της μυελοϋπεροξειδάσης του κυτταροπλάσματος των ουδετερόφιλων κυττάρων.
30484,Διαγνωστικό σύνολο αυτοαντισωμάτων κατά της πρωτεϊνάσης-3 του κυτταροπλάσματος των ουδετερόφιλων κυττάρων
30485,Διαγνωστικό σύνολο αντισωμάτων κατά τοιχωματικών κυττάρων.
30486,Διαγνωστικό σύνολο αντισωμάτων κατά του σπέρματος.
30487,Διαγνωστικό σύνολο συστημικού ερυθηματώδους λύκου
30488,Διαγνωστικό σύνολο μικροσωμιακών αντισωμάτων κατά μικροσωμιακών αντιγόνων θυρεοειδούς.
30489,Διαγνωστικό σύνολο αντισωμάτων κατά του υποδοχέα θυρεοτρόπου ορμόνης.
30490,Διαγνωστικό σύνολο αυτοαντισωμάτων κατά της  θυρεοειδοσφαιρίνης.
30491,Διαγνωστικό σύνολο αντισωμάτων κατά στρεπτοκοκκικής DNAσης Β
30492,Διαγνωστικό σύνολο αντισωμάτων κατά της στρεπτοκοκκικής υαλουρονιδάσης
30493,Διαγνωστικό σύνολο αντισωμάτων  κατά της στρεπτοκινάσης
30498,Διαγνωστικό σύνολο κυκλοφορούντος ανοσοσυμπλέγματος
30499,Διαγνωστικό σύνολο C-αντιδρώσας πρωτεΐνης
30500,Διαγνωστικό σύνολο ρευματοειδούς παράγοντα
30501,Διαγνωστικό σύνολο μονοαίθυλογλυκίνηξυλιδιδίου (μεταβολίτης λιδοκαϊνης)
30502,Μέσο βαθμονόμησης  φαρμάκου
30503,Υλικό ελέγχου  φαρμάκου
30504,Μέσο βαθμονόμησης  για το διαγνωστικό σύνολο προσδιορισμού επιπέδων ορμονών
30505,Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πρωτεΐνης πλάσματος.
30506,Υλικό ελέγχου για το διαγνωστικό σύνολο πρωτεΐνης πλάσματος.
30510,Διαγνωστικό σύνολο αντιγόνου ουροδόχου κύστης
30511,Συσκευή άμεσου ελέγχου ελεύθερου ειδικού αντιγόνου του προστάτη
30512,Συσκευή άμεσου ελέγχου ωοθυλακιοτρόπου ορμόνης
30514,Συσκευή άμεσου ελέγχου γαλακτογόνου ανθρώπινου πλακούντα
30515,Συσκευή άμεσου ελέγχου  ωχρινοτρόπου ορμόνης
30516,Συσκευή άμεσου ελέγχου αμφεταμίνης
30517,Συσκευή άμεσου ελέγχου βαρβιτουρικών
30518,Συσκευή άμεσου ελέγχου βενζοδιαζεπίνης
30519,Συσκευή άμεσου ελέγχου κανναβινοειδών
30520,Συσκευή άμεσου ελέγχου κοκαΐνης / μεταβολίτη της κοκαΐνης
30521,Συσκευή άμεσου ελέγχου μεθαδόνης
30522,Συσκευή άμεσου ελέγχου οπιούχων
30523,Συσκευή άμεσου ελέγχου φαινυκυκλιδίνης
30524,Προϊόν άμεσου ελέγχου τρικυκλικών αντικαταθληπτικών φαρμάκων
30525,Διαγνωστικό σύνολο αμανιτίνης
30526,Διαγνωστικό σύνολο μέτρησης δικτυοερυθροκυττάρων
30527,Διαγνωστικό σύνολο ταυτοποίησης των υποτύπων της  αιμοσφαιρίνης
30529,Διαγνωστικό σύνολο προσδιορισμού κυτταρικών ενζύμων
30530,Διαγνωστικό σύνολο αδενώδους πυρετού
30531,Μέσο βαθμονόμησης / Υλικό ελέγχου αιματολογίας
30535,Διαγνωστικό σύνολο αιμοσφαιρίνης
30536,Υλικό ελέγχου για το διαγνωστικό σύνολο λειτουργίας αιμοπεταλίων.
30537,Υλικό ελέγχου για το διαγνωστικό σύνολο μέτρησης δικτυοερυθροκυττάρων
30538,Μέσο βαθμονόμησης για το διαγνωστικό σύνολο ολικού αίματος.
30539,Διαγνωστικό σύνολο χρόνου προθρομβίνης
30540,Διαγνωστικό σύνολο χρόνου θρομβίνης.
30541,Διαγνωστικό σύνολο ινωδογόνου
30542,Διαγνωστικό σύνολο του παράγοντα πήξης ΙΙ
30543,Διαγνωστικό σύνολο του παράγοντα πήξης ΙΙa
30544,Διαγνωστικό σύνολο του παράγοντα πήξης VI
30545,Διαγνωστικό σύνολο του παράγοντα πήξης VII
30546,Διαγνωστικό σύνολο του παράγοντα πήξης VΙIa
30547,Διαγνωστικό σύνολο του παράγοντα πήξης VIII
30548,Διαγνωστικό σύνολο του παράγοντα πήξης IX
30549,Διαγνωστικό σύνολο του παράγοντα πήξης X
30550,"Διαγνωστικό σύνολο των παραγόντων πήξης ΙΙ, VII, X"
30551,Διαγνωστικό σύνολο του παράγοντα πήξης XI
30552,Διαγνωστικό σύνολο του παράγοντα πήξης XII
30553,Διαγνωστικό σύνολο του παράγοντα πήξης XIIa
30554,Διαγνωστικό σύνολο του παράγοντα πήξης XIII
30555,Διαγνωστικό σύνολο του παράγοντα πήξης XIIIa
30556,Διαγνωστικό σύνολο του παράγοντα πήξης XIIIs
30557,"Διαγνωστικό σύνολο  του παράγοντα πήξης, υψηλού μοριακού βάρους κινινογόνο (HMW)  "
30558,Διαγνωστικό σύνολο του παράγοντα πήξης von Willebrand
30559,Διαγνωστικό σύνολο προκαλλικρείνης/καλλικρεΐνης
30560,Διαγνωστικό σύνολο ανθεκτικότητας  στην ενεργοποιημένη πρωτεΐνη C
30561,Διαγνωστικό σύνολο παράγοντα V Leiden
30562,Διαγνωστικό σύνολο ευαισθησίας του  μονομερούς του ινώδους
30563,Διαγνωστικό σύνολο ινωδοπεπτιδίου Α
30564,Διαγνωστικό σύνολο ηπαρίνης
30565,Διαγνωστικό σύνολο ελέγχου ιρουδίνης
30566,Διαγνωστικό σύνολο συμπλέγματος πλασμίνης/άλφα2-αντιπλασμίνης.
30567,Διαγνωστικό σύνολο θραύσματος 1+2 προθρομβίνης.
30568,Διαγνωστικό σύνολο συμπλέγματος θρομβίνης-αντιθρομβίνης ΙΙΙ
30570,Διαγνωστικό σύνολο του παράγοντα 4 των αιμοπεταλίων.
30571,Διαγνωστικό σύνολο προστακυκλίνης.
30572,Διαγνωστικό σύνολο θρομβοξανίων
30573,Διαγνωστικό σύνολο βήτα-θρομβοσφαιρίνης
30574,Διαγνωστικό σύνολο άλφα2-αντιπλασμίνης
30575,Διαγνωστικό σύνολο προϊόντων της αποικοδόμησης του ινωδογόνου
30576,Διαγνωστικό σύνολο διμερούς D
30577,Διαγνωστικό σύνολο πλασμίνης.
30578,Διαγνωστικό σύνολο πλασμινογόνου.
30579,Διαγνωστικό σύνολο αναστολέα του ενεργοποιητή πλασμινογόνου.
30580,Διαγνωστικό σύνολο ενεργοποιητή πλασμινογόνου του ιστού.
30581,Διαγνωστικό σύνολο ενεργοποιητή πλασμινογόνου ουροκινάσης.
30582,Διαγνωστικό σύνολο αντιφωσφολιπιδικών αντισωμάτων
30583,Διαγνωστικό σύνολο αντιθρομβίνης ΙΙΙ
30584,Διαγνωστικό σύνολο αναστολέα του παράγοντα πήξης VIII
30585,Διαγνωστικό σύνολο αναστολέα του παράγοντα πήξης IX
30586,Διαγνωστικό σύνολο αναστολέα του παράγοντα πήξης X
30587,Διαγνωστικό σύνολο αντιθρομβωτικών λύκου.
30588,Διαγνωστικό σύνολο πρωτεΐνης C
30589,Διαγνωστικό σύνολο πρωτεΐνης S
30590,Υλικό ελέγχου για το διαγνωστικό σύνολο πλάσματος.
30591,Συσκευή άμεσου ελέγχου χρόνου προθρομβίνης
30592,Συσκευή άμεσου ελέγχου χρόνου ενεργοποιημένης μερικής θρομβοπλαστίνης
30593,Αντιδραστήριο χλωριούχου ασβεστίου
30594,Έλεγχος κιτρικών
30595,Διαγνωστικό σύνολο ρυθμιστικού διαλύματος αιμόστασης
30596,Διαγνωστικό σύνολο εναιωρήματος κυττάρων για τον προσδιορισμό ομάδας αίματος ΑΒΟ
30597,Διαγνωστικό σύνολο αντιορού για τον προσδιορισμό ομάδας αίματος ΑΒΟ
30598,Διαγνωστικό σύνολο φαινότυπου του παράγοντα Ρέζους
30599,Διαγνωστικό σύνολο ανίχνευσης αντισώματος 2 για τον προσδιορισμό της ομάδας αίματος ΑΒΟ
30600,Διαγνωστικό σύνολο ανίχνευσης αντισώματος 3
30601,Διαγνωστικό σύνολο ανίχνευσης και ταυτοποίησης μη αναμενόμενων  αντισωμάτων ομάδας αίματος
30602,Διαγνωστικό σύνολο πολυειδικού αντιανθρώπινου ορού.
30603,Διαγνωστικό σύνολο μονοειδικών αντισωμάτων κατά  ανθρώπινου ορού.
30604,Υλικό ελέγχου  για την ασθένεια Coombs
30605,Διαγνωστικό σύνολο ελέγχου ανοσοαιματολογίας.
30606,Διαγνωστικό σύνολο ελέγχου του συμπληρώματος κατά των αντιγόνων ιστοσυμβατότητας (HLA)
30607,Διαγνωστικό σύνολο προσδιορισμού αντισωμάτων κατά αντιγόνου ανθρώπινου λευκοκυττάρου.
30608,Διαγνωστικό σύνολο ταξινόμησης κατά τύπο των αντιγόνων  ανθρώπινων λευκοκυττάρων.
30609,Διαγνωστικό σύνολο κυττάρων ελέγχου για τον προσδιορισμό αντιγόνου ανθρώπινου λευκοκυττάρου.
30610,Διαγνωστικό σύνολο νουκλεϊκού οξέος αντιγόνου ανθρώπινου λευκοκυττάρου.
30611,Διαγνωστικό σύνολο ταξινόμησης Β και Τ κυττάρων με χρήση αντισωμάτων
30612,Διαγνωστικό σύνολο προσδιοριστικών αντισωμάτων του αντιγόνου τάξης ΙΙ ανθρώπινου λευκοκυττάρου.
30613,Διαγνωστικό σύνολο αντισωμάτων για την ταυτοποίηση των υποτύπων των λεμφωμάτων .
30614,Διαγνωστικό σύνολο αντισωμάτων που αναγνωρίζουν υποδοχείς επί κυτταρικής επιφάνειας
30615,Διαγνωστικό σύνολο αντισωμάτων για την ταυτοποίηση υποτύπων της  λευχαιμίας.
30616,Διαγνωστικό σύνολο αντισωμάτων για την ταυτοποίηση των υποτύπων των λεμφοκυττάρων.
30617,Διαγνωστικό σύνολο ιντερφερονών a / B / y.
30618,Διαγνωστικό σύνολο ιντερλευκινών IL-1 / IL-12.
30619,Διαγνωστικό σύνολο ιντερλευκινώνIL-1a / IL1b / IL1RA / IL2r / IL6r.
30620,Διαγνωστικό σύνολο παράγοντα νέκρωσης όγκων.
30621,Διαγνωστικό σύνολο καλλιέργειας χρωμοσωμάτων
30623,Διαγνωστικό σύνολο in situ DNA υβριδοποίησης
30624,Μέσο έγκλεισης ιστών
30628,Διαγνωστικό σύνολο ανοσοϊστολογίας.
30635,"Θρεπτικό υλικό καλλιεργειών, απομόνωσης μυκοβακτηρίου "
30642,"Θρεπτικό υλικό καλλιεργειών, καλλιέργειας / ταυτοποίησης βακτηρίων"
30647,"Θρεπτικό υλικό καλλιεργειών, αίματος, ενήλικα, αυτόματο"
30648,"Σύστημα διαλογής και ταυτοποίησης μικροοργανισμών στα ούρα, αυτόματο"
30652,"Διαγνωστικό σύνολο βιοχημικής ταυτοποίησης αναερόβιων μικροοργανισμών, αυτόματο"
30654,"Διαγνωστικό σύνολο βιοχημικής ταυτοποίησης αναερόβιων μικροοργανισμών, χειροκίνητο"
30656,Διαγνωστικό σύνολο του σταφυλόκκοκου
30658,Διαγνωστικό σύνολο ελέγχου ευπάθειας  του μυκοβακτηρίου
30664,"Θρεπτικό υλικό καλλιεργειών, καλλιέργειας / ταυτοποίησης ζύμης/μυκήτων"
30666,Διαγνωστικό σύνολο ζύμης.
30667,"Αναλυτής, ζύμης / μυκήτων"
30668,Διαγνωστικό σύνολο ανίχνευσης νουκλεϊκού οξέος ζύμης/μύκητα.
30670,Καλλιέργεια ιστικών κυττάρων.
30671,"Θρεπτικό υλικό καλλιεργειών, ιστών"
30673,Διαγνωστικό σύνολο βακτηρίου Pneumocystis carinii
30674,Διαγνωστικό σύνολο του δρεπανωτού πλασμωδίου
30675,Διαγνωστικό σύνολο του πρωτόζωου Cryptosporidium
30676,Διαγνωστικό σύνολο  αντισωμάτων κατά χλαμυδίων
30677,Διαγνωστικό σύνολο νουκλεϊκού οξέος χλαμυδίων
30678,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά χλαμυδίων
30679,Διαγνωστικό σύνολο ανοσοσφαιρίνης Α κατά χλαμυδίων
30680,Διαγνωστικό σύνολο ανοσοσφαιρίνης G κατά χλαμυδίων
30681,Διαγνωστικό σύνολο ανοσοσφαιρίνης M κατά χλαμυδίων
30682,Διαγνωστικό σύνολο αντιγόνου του βακτηρίου Gonococcus
30683,Διαγνωστικό σύνολο νουκλεϊκού οξέος του βακτηρίου Gonococcus
30684,Διαγνωστικό σύνολο ολικών αντισωμάτων του βακτηρίου Gonococcus
30685,Διαγνωστικό σύνολο ταυτοποίησης αντιγόνων του βακτηρίου της σύφιλης Treponema
30686,Διαγνωστικό σύνολο νουκλεϊκού οξέος του βακτηρίου της σύφιλης Treponema
30687,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά του βακτηρίου της σύφιλης Treponema
30688,Διαγνωστικό σύνολο ανοσοσφαιρίνης G κατά του βακτηρίου της σύφιλης Treponema
30689,Διαγνωστικό σύνολο αντιγόνου του ελικοβακτηρίου του πυλωρού
30690,Διαγνωστικό σύνολο νουκλεϊκού οξέος του ελικοβακτηρίου του πυλωρού
30691,Διαγνωστικό σύνολο αντισωμάτων κατά του ελικοβακτηρίου του πυλωρού
30692,Διαγνωστικό σύνολο αντιγόνου βακτηρίου Lengionella.
30693,Διαγνωστικό σύνολο νουκλεϊκού οξέος βακτηρίου Lengionella.
30694,Διαγνωστικό σύνολο αντισωμάτων κατά  βακτηρίου Lengionella.
30695,Διαγνωστικό σύνολο ανίχνευσης αντιγόνου του βακτηρίου Borrelia
30696,Διαγνωστικό σύνολο ανίχνευσης νουκλεϊκού οξέος του βακτηρίου Borrelia
30697,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά του βακτηρίου Borrelia
30698,Διαγνωστικό σύνολο αντιγόνου του μυκοβακτηρίου
30699,Διαγνωστικό σύνολο νουκλεϊκού οξέος του μυκοβακτηρίου
30700,Διαγνωστικό σύνολο αντισωμάτων κατά του μυκοβακτηρίου
30702,Διαγνωστικό σύνολο αντιγόνου του βακτηρίου μυκόπλασμα
30703,Διαγνωστικό σύνολο νουκλεϊκού οξέος του βακτηρίου μυκόπλασμα
30704,Διαγνωστικό σύνολο αντισωμάτων κατά του βακτηρίου μυκόπλασμα
30705,Διαγνωστικό σύνολο βακτηρίου ψευδομονάδας.
30707,Διαγνωστικό σύνολο αντιγόνου της σαλμονέλλας
30708,Διαγνωστικό σύνολο νουκλεϊκού οξέος της σαλμονέλλας
30709,Διαγνωστικό σύνολο αντισωμάτων κατά της σαλμονέλλας
30710,Διαγνωστικό σύνολο αντιγόνου του στρεπτόκοκκου
30711,Διαγνωστικό σύνολο νουκλεϊκού οξέος του στρεπτόκοκκου
30712,Διαγνωστικό σύνολο αντισώματος κατά του στρεπτόκοκκου
30713,Διαγνωστικό σύνολο του βακτηρίου Brucella
30714,Διαγνωστικό σύνολο του βακτηρίου Clostridium difficile
30715,Διαγνωστικό σύνολο του βακτηρίου Coxiella
30716,Διαγνωστικό σύνολο βακτηρίου  Leptospira.
30717,Διαγνωστικό σύνολο  βακτηρίου Rickettsia
30718,Διαγνωστικό σύνολο ταυτοποίησης του βακτηρίου Yersinia
30719,Διαγνωστικό σύνολο επιβεβαίωσης της ύπαρξης  του αντιγόνου του ιού ηπατίτιδας Α
30720,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά του ιού ηπατίτιδας Α
30721,Διαγνωστικό σύνολο ανοσοσφαιρίνης G κατά του ιού ηπατίτιδας Α
30722,Διαγνωστικό σύνολο ανοσοσφαιρίνης Μ κατά του ιού ηπατίτιδας Α
30723,Διαγνωστικό σύνολο αντιγόνου επιφανείας  του ιού της ηπατίτιδας B
30724,Διαγνωστικό σύνολο επιβεβαίωσης της ύπαρξης  αντιγόνου επιφανείας του ιού της ηπατίτιδας B
30725,'Διαγνωστικό σύνολο ολικών αντισωμάτων κατά του αντιγόνου επιφανείας  του ιού της ηπατίτιδας B
30726,Διαγνωστικό σύνολο ανοσοσφαιρίνης G κατά του αντιγόνου επιφανείας του ιού της ηπατίτιδας B
30727,Διαγνωστικό σύνολο ανοσοσφαιρίνης Μ κατά του αντιγόνου επιφανείας  του ιού της ηπατίτιδας B
30728,Διαγνωστικό σύνολο πυρηνικού αντιγόνου του ιού της ηπατίτιδας Β
30729,Διαγνωστικό σύνολο επιβεβαίωσης της ύπαρξης πυρηνικού αντιγόνου του ιού της ηπατίτιδας Β
30730,Διαγνωστικό σύνολο νουκλεΐκού οξέος του πυρηνικού αντιγόνου του ιού της ηπατίτιδας Β
30731,Διαγνωστικό σύνολο  ολικών αντισωμάτων κατά του πυρηνικού αντιγόνου του ιού της ηπατίτιδας Β
30732,Διαγνωστικό σύνολο  ανοσοσφαιρίνης G κατά του πυρηνικού αντιγόνου  του ιού της ηπατίτιδας Β
30733,Διαγνωστικό σύνολο  ανοσοσφαιρίνης Μ κατά του πυρηνικού αντιγόνου του ιού της ηπατίτιδας Β
30734,Διαγνωστικό σύνολο αντιγόνου  e του ιού της ηπατίτιδας Β
30735,Διαγνωστικό σύνολο επιβεβαίωσης της ύπαρξης του  αντιγόνου  e του ιού της ηπατίτιδας Β
30736,Διαγνωστικό σύνολο νουκλεϊκού οξέος του  αντιγόνου  e του ιού της ηπατίτιδας Β
30737,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά του αντιγόνου  e του ιού της ηπατίτιδας Β
30738,Διαγνωστικό σύνολο αντισωμάτων ανοσοσφαιρίνης G κατά του αντιγόνου e του ιού της ηπατίτιδας Β
30739,Διαγνωστικό σύνολο αντισωμάτων ανοσοσφαιρίνης Μ κατά του αντιγόνου  e του ιού της ηπατίτιδας Β
30740,Διαγνωστικό σύνολο αντιγόνου του ιού της ηπατίτιδας C.
30741,'Διαγνωστικό σύνολο επιβεβαίωσης της ύπαρξης  του  αντιγόνου του ιού της ηπατίτιδας C.
30742,Διαγνωστικό σύνολο νουκλεϊκού οξέος του ιού της ηπατίτιδας C.
30743,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά του ιού ηπατίτιδας C
30744,Διαγνωστικό σύνολο ανοσοσφαιρίνης G κατά του ιού της ηπατίτιδας C
30745,'Διαγνωστικό σύνολο ανοσοσφαιρίνης Μ κατά του ιού της ηπατίτιδας C.
30746,'Διαγνωστικό σύνολο επιβεβαίωσης της ύπαρξης  αντισώματος κατά του ιού της ηπατίτιδας C.
30747,Διαγνωστικό σύνολο αντιγόνου του ιού της ηπατίτιδας D.
30748,Διαγνωστικό σύνολο επιβεβαίωσης της ύπαρξης  αντιγόνου του ιού της ηπατίτιδας D.
30749,Διαγνωστικό σύνολο νουκλεϊκού οξέος του ιού της ηπατίτιδας D.
30750,Διαγνωστικό σύνολο ολικών αντισωμάτων κατά του  ιού ηπατίτιδας D.
30751,Διαγνωστικό σύνολο ανοσοσφαιρίνης G κατά του ιού της ηπατίτιδας D
30752,Διαγνωστικό σύνολο ανοσοσφαιρίνης M κατά του ιού της ηπατίτιδας D.
30753,Διαγνωστικό σύνολο αντιγόνου του ιού της ηπατίτιδας E.
